bigram	frequency
blessed sun	2
now struck	2
shall bear	2
ever shall	2
gone since	2
looking west	2
eyes flashed	2
also bore	2
hundred cities	2
came ringing	2
melantho began	2
beside tithonus	2
come begging	2
stone threshold	2
may try	2
menelaus immediately	2
atreus came	2
helmets touched	2
getting back	2
weeping away	2
therefore rose	2
will join	2
whereon achilles	2
achaeans raised	2
forced labour	2
high tower	2
good deeds	2
valorously drawn	2
dare devil	2
mourn patroclus	2
mount pelion	2
know anything	2
full soon	2
fooled us	2
strong fortress	2
bandying hard	2
three brilliant	2
never reach	2
pair went	2
say good	2
people live	2
stay away	2
achilles showed	2
helmet came	2
livelong night	2
say something	2
ulysses told	2
cruel wretch	2
best looking	2
chest near	2
ill fate	2
slept soundly	2
close outside	2
still fought	2
olympian lord	2
servant medon	2
called telemachus	2
bones lie	2
black hull	2
covered cloisters	2
fat hog	2
whose doom	2
idomeneus captain	2
others may	2
famed ulysses	2
mighty dead	2
may become	2
bravest warriors	2
sufficient dinner	2
growing island	2
proud sons	2
yet broken	2
never comes	2
sat silent	2
yet lay	2
came tumbling	2
thundering husband	2
eagle came	2
lusty sons	2
shall put	2
hurried back	2
came also	2
two tumblers	2
eyes askance	2
us stand	2
shall know	2
death took	2
shall slay	2
spoken wisely	2
present let	2
twelve cloaks	2
till mars	2
lying story	2
give chase	2
us argives	2
neither get	2
yet felt	2
night came	2
achilles came	2
gods give	2
come thundering	2
stranger turned	2
came first	2
suitors returned	2
old prophecy	2
offices due	2
certain whether	2
bring deliverance	2
wives may	2
merman phorcys	2
small thing	2
olympus among	2
suitors dine	2
stalwart squire	2
hours preside	2
fell fainting	2
flying like	2
heaven vouchsafes	2
people came	2
nurse went	2
well paid	2
sallies forth	2
island sorrowing	2
respectable woman	2
thick clouds	2
hector may	2
brave achaeans	2
woman though	2
dogs devour	2
rugged ithaca	2
ajax came	2
fought furiously	2
still angry	2
shoulder without	2
juno told	2
sped forward	2
sprang like	2
make short	2
neither will	2
never ceased	2
weeping round	2
us talk	2
gave great	2
guess right	2
show us	2
arrow sped	2
please heaven	2
patroclus drew	2
mighty triumph	2
father sent	2
tear fell	2
equitably amongst	2
heavenly threshold	2
will last	2
go ingloriously	2
flew holding	2
done washing	2
trojans shouted	2
dark cyanus	2
comfortably enough	2
never live	2
leave many	2
now falling	2
human flesh	2
gygaean lake	2
great sword	2
indeed will	2
another struck	2
black sheep	2
plain amid	2
bronze flashed	2
fresh water	2
just told	2
ilius till	2
good runner	2
duty bound	2
herding cattle	2
warrior though	2
achaeans gathered	2
river sangarius	2
great beauty	2
will arm	2
often told	2
telemachus bound	2
might dwell	2
first go	2
went quickly	2
son behind	2
ever saw	2
narrow entrance	2
pleased heaven	2
rich city	2
heart even	2
without heed	2
immortal blood	2
merry twinkling	2
sweet voices	2
ship sailing	2
another without	2
patroclus kept	2
dark earth	2
got supper	2
firm hold	2
light alike	2
menestheus son	2
praying heartily	2
idomeneus struck	2
dry ox	2
fierce fire	2
now forgo	2
peleus brought	2
ulysses also	2
rich meadows	2
men smiled	2
juno darted	2
quite rightly	2
will cease	2
us back	2
idaeus went	2
smoke rising	2
open part	2
son neoptolemus	2
first drove	2
juno sat	2
polydamas killed	2
much younger	2
ground seethed	2
vain hopes	2
good stiff	2
shall remember	2
found hector	2
two goddesses	2
foolish enough	2
myrmidons gather	2
marry penelope	2
never forget	2
even mars	2
will entreat	2
silver plate	2
dead son	2
landing place	2
bring sheep	2
dowered wife	2
proud city	2
mother tethys	2
saw mentor	2
achaeans design	2
argive fleet	2
rose heavenwards	2
achaeans say	2
great want	2
came rolling	2
bring light	2
gone away	2
making trial	2
gates like	2
grief fell	2
whose lot	2
heart beat	2
looked along	2
dead aft	2
telemachus called	2
will answer	2
apollo killed	2
achilles glared	2
chopping firewood	2
father well	2
will consider	2
blood flowing	2
people going	2
also let	2
aimed another	2
achilles struck	2
well spoken	2
people might	2
go sailing	2
began praying	2
covered diomed	2
jove takes	2
divine comeliness	2
shun dishonour	2
shook hands	2
many victims	2
sitting near	2
laid heavy	2
shall ask	2
visit oceanus	2
now reached	2
rising like	2
long used	2
great white	2
issue lies	2
never cease	2
never came	2
now bidding	2
good natural	2
peace whereby	2
like measure	2
brave ajax	2
quite dead	2
poor fellows	2
thrice happy	2
knew nothing	2
must get	2
menelaus rose	2
immortal nymphs	2
beat fast	2
made drink	2
man looked	2
daybreak till	2
every point	2
shall fare	2
just got	2
return till	2
great joy	2
come safely	2
dardanian gates	2
meriones sprang	2
way towards	2
wondering back	2
bore patroclus	2
double lined	2
will recall	2
father tydeus	2
ulysses made	2
richly dowered	2
reached home	2
stand aloof	2
idomeneus speared	2
good bye	2
three noble	2
charioteer drive	2
whatever wanted	2
men shall	2
cheeked helmet	2
fair hecamede	2
son apollo	2
gods bring	2
lay others	2
