quadgram	frequency
the house of circe	2
and rebuked him sternly	2
no one could have	2
had brought with him	2
wife by his side	2
and they went on	2
to him at once	2
on this the men	2
one of their chieftains	2
about at once among	2
lashed his horses on	2
as for the others	2
will essay this contest	2
she glorified him about	2
gods who live at	2
with the body of	2
the land of fair	2
lying upon the ground	2
it is indeed as	2
the scourge of jove	2
till the plain was	2
have who live well	2
his hands and prayed	2
to have lost your	2
to be a thesprotian	2
fast as ever you	2
had relieved herself by	2
the oracles of heaven	2
about the city that	2
and tell me also	2
by the island of	2
rim of the chariot	2
fallen upon them all	2
are all young men	2
black hull of ulysses	2
should long since have	2
who is the victor	2
and many days had	2
and i would have	2
them by the hand	2
pair had thus laid	2
of arms sometimes tempts	2
and hurled it with	2
fall beneath our hands	2
fast as his limbs	2
and took our places	2
the ground from under	2
house of king pheidon	2
i am about to	2
and gave him a	2
over him did you	2
all of them applauded	2
it is more likely	2
as for my ship	2
there was a fine	2
not hold out longer	2
with priam and his	2
should take offence at	2
him in a ship	2
being nurtured in all	2
he is wo nt	2
lean against the door	2
from the body and	2
you were at sea	2
for there is a	2
at any rate with	2
became hot as the	2
in silence as he	2
stayed before the gates	2
made fast the hawsers	2
yield myself to a	2
and take his horses	2
falls at the going	2
the hand and bade	2
if she will take	2
projecting part of his	2
not visit us often	2
may make an end	2
us go into the	2
rulest tenedos with thy	2
their seats in the	2
till at last they	2
may do so with	2
you out of your	2
within a little of	2
is what he says	2
he let fly with	2
before he can get	2
spite of all my	2
he had found his	2
from the streams of	2
of the olive tree	2
one and the same	2
me when i tell	2
in the first instance	2
she had said this	2
burned you fat thigh	2
the house to tell	2
and rulers of the	2
way through them for	2
alive to do forced	2
stood where he was	2
and he had two	2
if you do this	2
to the achaean ranks	2
all that dwell about	2
this house of my	2
to see if you	2
one another this long	2
left the battle to	2
down within the house	2
of the two fleet	2
made as though he	2
death though we had	2
the word of jove	2
ran towards him to	2
every man his cup	2
is the point of	2
that he held his	2
sons of atreus and	2
in whose hands are	2
may heaven above and	2
should have his escort	2
the wall that was	2
as he bethought him	2
in the rage of	2
to the ground with	2
around him when the	2
boars of great strength	2
the skin of an	2
while i sent out	2
the blast of a	2
fishes of the sea	2
your words are not	2
will offer you in	2
and ravaged the land	2
slain by mighty hector	2
and provide her with	2
why argue with myself	2
of the sea told	2
can not be really	2
the gods had now	2
were not without a	2
he would have had	2
said this minerva went	2
but you are so	2
we had better do	2
meanwhile the achaeans were	2
the deep blue waves	2
and smote him on	2
courage into the hearts	2
gifts as shall give	2
or i will take	2
was not of mortal	2
i pray you by	2
he will not kill	2
may yet after much	2
it to his son	2
the brother of his	2
would give me a	2
reach the goal of	2
a son behind him	2
meriones sprang upon him	2
one upon the other	2
none of the achaeans	2
all the time that	2
and offer hecatombs to	2
both of them men	2
of telemachus who comes	2
that ran round the	2
out of her on	2
so as to get	2
that the brain inside	2
of the old merman	2
a most pitiable end	2
do as she had	2
him of his father	2
that no man might	2
at any other time	2
the inner part of	2
should carry off the	2
we camped upon the	2
him with a loud	2
cattle or a large	2
laid himself down and	2
had often told him	2
and the men approved	2
but i can say	2
through the livelong night	2
his golden sceptre in	2
to the blessed gods	2
and the trojans and	2
weeping bitterly the while	2
one who will govern	2
over his ashes and	2
that they draw not	2
usurp a brave man	2
so saying he gave	2
a winnowing shovel that	2
they drew the ship	2
the arrow on the	2
shield of ajax son	2
to the ships out	2
place in the midst	2
is trying his strength	2
sure i was never	2
as a cloud in	2
coming and stooped forward	2
sands and got out	2
when the achaeans were	2
slay or be slain	2
man struck up with	2
and whose lot it	2
he had not heard	2
large tripod upon the	2
phaeacian ship as it	2
with his round shield	2
but i hope you	2
i will make him	2
at any rate let	2
the maids went out	2
about which i would	2
offer hecatombs to all	2
you beat the tramp	2
and the great bar	2
did as his dear	2
he broke up the	2
went clean through it	2
thick about his shoulders	2
bent on killing him	2
as you would have	2
he ran up to	2
and in the course	2
tell you about the	2
that you have taken	2
with grief when he	2
appease the anger of	2
the son of anchises	2
him in the house	2
do not think that	2
from his eyes as	2
he took the wand	2
him in the flank	2
of another struck the	2
will find her a	2
a spear at ajax	2
set fire to their	2
should be driven back	2
get at the sheep	2
himself in the heaviness	2
after having sacked the	2
to their own devices	2
and he shot up	2
care upon his shoulders	2
would have slain yet	2
is not well to	2
evil for the trojans	2
from the tyres of	2
he should have his	2
for me at once	2
groaning and in great	2
waiting to be milked	2
with torches in their	2
slow still currents of	2
her way through the	2
from the mountains of	2
will add yet further	2
sorry for him and	2
the utter ruin of	2
hear of his death	2
of hitting the end	2
and his eyes flashed	2
as i bade them	2
would not give him	2
should get hold of	2
horns of the heifer	2
looking like an immortal	2
this is only some	2
there in that place	2
won races and carried	2
and see whether or	2
of all my brothers	2
when the man struck	2
on this he groaned	2
we did whatever wanted	2
to his own pleasure	2
land of the cyclopes	2
how much we surpass	2
for he pitied the	2
could not break through	2
of his head were	2
but has forgotten ulysses	2
raised a black cloud	2
into the town from	2
beat upon the fields	2
alike on the side	2
sent message may direct	2
and i have to	2
of grief fell upon	2
and the more valiant	2
sweat from off them	2
right hand in his	2
she it was that	2
you of your armour	2
the other women in	2
but on the seventh	2
also gave him a	2
that comes from the	2
took their armour from	2
do battle without ceasing	2
the king of rich	2
the wand with which	2
and now he is	2
the haunt of doves	2
borders of sandy pylos	2
before the fury of	2
that dwell in heaven	2
another achilles was first	2
and taking the ransom	2
any of the women	2
in the ground and	2
or whether any one	2
they are not here	2
in my distress i	2
this young man is	2
well lay her new	2
he fell sprawling in	2
like so many sea	2
hatched a plot against	2
on which he had	2
his words set them	2
upon the sands and	2
i have given them	2
they had been told	2
so he made the	2
they keep hanging about	2
and he at once	2
one would turn to	2
angry that they have	2
the others had all	2
say good bye to	2
i do not much	2
for the sight of	2
king said ulysses had	2
the spear of menelaus	2
exhaustion are neglecting to	2
like a lion that	2
sent me to bear	2
is a man of	2
took it in his	2
offer you in sacrifice	2
one of the youngest	2
on every side lest	2
waves against you when	2
see if he can	2
of house and home	2
versed in all the	2
that you will be	2
his hand the sceptre	2
the course of a	2
son of saturn from	2
when ulysses went away	2
used to live in	2
death of the suitors	2
praying to father jove	2
with me in my	2
am oppressed with care	2
and see your son	2
by his own chariot	2
to bear you this	2
if you could have	2
the way of my	2
was what she said	2
the finest and most	2
the seat from which	2
will give you all	2
top of a high	2
followed after with a	2
the chiefs and princes	2
they again yoked their	2
add such dower to	2
brought them over to	2
by spear or arrow	2
achaeans were fighting before	2
eaten out of house	2
hung a shield four	2
left shoulder without hitting	2
are come and gone	2
to every one of	2
wing of the battle	2
a man who could	2
who am the most	2
he looked upon the	2
and i was left	2
cuirass and the belt	2
oar in the ground	2
to him and sent	2
brought them bread and	2
he went inside the	2
old man feared him	2
had got into his	2
when he was among	2
cruel jove gave me	2
fell upon hector as	2
his mother heard him	2
shook his head in	2
the back and shoulders	2
never yet have i	2
flying out of the	2
achaeans shouted applause at	2
as i needs must	2
and asked him to	2
fool may be wise	2
the arrow from the	2
towards those of achilles	2
opinion and the memory	2
which is the richest	2
for he was longing	2
my dear husband with	2
you in sacrifice a	2
ship with his thunderbolts	2
it so as to	2
do you always babble	2
you will take nothing	2
i will not take	2
and kissed his head	2
your men on to	2
to rob me of	2
women servants about the	2
were in the rear	2
the top of its	2
your watches and be	2
in the flower of	2
large ransom should he	2
let not a man	2
the open part of	2
your face and figure	2
she will take pity	2
him that he could	2
in respect of which	2
let me persuade you	2
on his men and	2
or he would have	2
he struck the shield	2
an arrow at him	2
well as i can	2
on to the house	2
to you by your	2
of the blessed gods	2
the ship went round	2
given me by my	2
here far from argos	2
the one who was	2
midst of them when	2
my favour and tell	2
as his dear comrade	2
horses of the noble	2
his being so angry	2
under the high mountain	2
and from the tyres	2
with a voice that	2
i shall remember it	2
on the day my	2
the one hope of	2
among the foremost and	2
yearned as he bethought	2
is strongest and most	2
i was trying to	2
down from heaven to	2
respected no man in	2
was not unmindful of	2
the mother of sheep	2
have not killed him	2
up with his tune	2
the rout of the	2
a bird flew by	2
no one was ever	2
which your father and	2
for the ships of	2
the very heart that	2
had been chosen as	2
did neptune raise his	2
put them in the	2
him out to sea	2
the back of the	2
you will have been	2
ulysses followed in her	2
our full share of	2
iris went her way	2
phylace away from his	2
he wants to go	2
another struck the wall	2
me a fair wind	2
women are propitiating the	2
began at once with	2
speed out of the	2
know that you are	2
you must have been	2
is not well that	2
if he will hear	2
daughter of great saturn	2
you want to go	2
hit him with an	2
the brave squire of	2
were the chiefs and	2
i must go home	2
for there were no	2
for it is all	2
for any one who	2
to his ways and	2
the likeness and with	2
down upon the city	2
his prize and keeping	2
it with a great	2
right off the roof	2
paying court to the	2
and let us retreat	2
dust while he was	2
the root of the	2
he was thus speaking	2
red snake in its	2
the goodly armour of	2
when he sacked the	2
lord of the bow	2
you are both of	2
that is hindering me	2
his horses on and	2
friends around him when	2
it was there that	2
so also and loose	2
grieve for these as	2
for all the good	2
who treated him as	2
and got her mast	2
as to reach your	2
is what my father	2
it will be worse	2
skilful workman who has	2
and poured wine over	2
in the palms of	2
the leaders of the	2
on the left wing	2
and he fell from	2
breast by the nipple	2
had no strength nor	2
to draw it out	2
do not try to	2
was dragging the body	2
quivering in the ground	2
with his brawny hand	2
at one and the	2
a certain man named	2
for having blinded his	2
in defence of his	2
the domed room and	2
do you others go	2
i see that you	2
about whom you ask	2
are paying court to	2
that patroclus was no	2
not reach his home	2
or in some grassy	2
daybreak till the plain	2
and lay at the	2
been awarded to him	2
bid me not be	2
and the swineherd had	2
come with me at	2
him back to the	2
held in the highest	2
would usurp a brave	2
have put our trust	2
so that he can	2
our councils of war	2
at once sent the	2
pity on the town	2
would have come to	2
me of my armour	2
would you wait till	2
learn whether they will	2
down under the sea	2
dived under the waves	2
to provide my son	2
that of the trojans	2
who worked for him	2
up to him as	2
i will not be	2
at the temple of	2
have been the first	2
from his chariot as	2
for three years without	2
i will be chief	2
upon the city of	2
drove the spear into	2
furiously angry with jove	2
not name every single	2
of patroclus son of	2
and asius son of	2
lay in the whirling	2
ulysses to get home	2
so he fell to	2
have enough to eat	2
i have completed a	2
have never heard of	2
he sent me off	2
and showed it to	2
the spear tore through	2
and to the trojans	2
ends to the mast	2
you the real truth	2
along with the others	2
brought him into the	2
so that it flew	2
was no more life	2
shield clashed with shield	2
upon the other side	2
so did the danaans	2
what has happened to	2
the suitors ask you	2
went his way to	2
over all that dwell	2
his spear by the	2
no matter how distant	2
and his mane streams	2
front of the gates	2
in the dust before	2
not yet know what	2
have not yet reached	2
bravest of the trojans	2
jove spread panic among	2
to attack the wall	2
why then should you	2
the hand of murderous	2
him to come to	2
moreover he bore in	2
achilles was first to	2
so easily did hector	2
to let her do	2
full speed out of	2
that have been made	2
juno said to minerva	2
bid the others bear	2
the rank and file	2
some slices cut lengthways	2
will eat up everything	2
took up the shield	2
death and destruction on	2
him with his shield	2
and gold is he	2
and all the gods	2
had killed so many	2
that when you get	2
cloaks of single fold	2
thus did the gods	2
always wanted to marry	2
fit to heap upon	2
but minerva would not	2
it from some other	2
was no one who	2
and the gates of	2
as many prizes as	2
the serpent ate the	2
and struck him from	2
let him send you	2
upon a mountain top	2
out into open sea	2
brimstone as the lightning	2
and meadows of green	2
beg of him to	2
all others as the	2
has heaven robbed you	2
the fight then became	2
whom they had lost	2
all these things will	2
for these two heroes	2
them in his mighty	2
end i deemed it	2
likely to be killed	2
here at troy to	2
wine as long as	2
do not care what	2
bear them to his	2
he was like a	2
instructions to the young	2
from close at hand	2
close to the land	2
come near these suitors	2
would not have my	2
say point blank that	2
stooped forward to avoid	2
for the rest of	2
of men fighting about	2
mark that had been	2
achaeans in at their	2
be a sensible person	2
brave son of lycaon	2
near the rim of	2
two more of my	2
live to hear it	2
had reached the sea	2
and the right hands	2
do not even mix	2
as our strength holds	2
the hum of men	2
to deal with him	2
your hands to jove	2
youth and beauty with	2
in land and gold	2
achilles was dragging him	2
headlong from the chariot	2
eating up his estate	2
tell you truly all	2
from the chariot and	2
then been lost and	2
back to your own	2
had washed them and	2
chryse and holy cilla	2
came up and said	2
ship and of your	2
on the fat of	2
the best of them	2
no sort of difficulty	2
think not that your	2
you going to send	2
these words he took	2
yourself a name in	2
what it was when	2
king apollo said to	2
listen therefore to me	2
of the destruction both	2
he had come to	2
for myself and for	2
was in the outer	2
post of the cloister	2
off to feed in	2
to bring in wood	2
made the best of	2
it into the helmet	2
he took with him	2
fight with the trojans	2
about all over the	2
he is the man	2
the rest of them	2
of the lycians are	2
and propped himself with	2
each of them a	2
great man among the	2
no one to find	2
you have taken it	2
right down to the	2
and caught him by	2
far out upon the	2
has become soiled and	2
we feasted our fill	2
as shall be agreed	2
banks of the aesopus	2
go to him i	2
his shield and helmet	2
to you as a	2
the bodies of those	2
and have a goddess	2
not to my liking	2
went up to telemachus	2
to his own tent	2
let him lie where	2
where he has been	2
in charge of everything	2
then ulysses and his	2
clean out of your	2
ship sailing for the	2
arrow in the thigh	2
thus speaking a bird	2
the blessed gods are	2
at daybreak we will	2
in the van of	2
sky were hidden in	2
looking like mars himself	2
but on the tenth	2
firstling lambs in his	2
into the host of	2
the side of some	2
for he is the	2
must have iron courage	2
their cry of battle	2
be the ruin of	2
for he fights with	2
sleep or wakes them	2
had washed him and	2
the house at all	2
was more angry than	2
how can you expect	2
staid steadily with us	2
the fair house of	2
the achaeans will be	2
sat down by the	2
but ulysses did not	2
and placed it in	2
and taunted him saying	2
on the brow of	2
minerva was already eager	2
to what they should	2
a loud cry sprang	2
her couch beside tithonus	2
never giving so much	2
learn whether it is	2
ever yet gave his	2
this was what she	2
of the nymphs that	2
body of patroclus and	2
at night she would	2
and minerva shed a	2
and gathering himself together	2
he did not speak	2
came to himself again	2
and when you fall	2
the blood came gushing	2
trojans and the other	2
children of the sun	2
up to his father	2
sons of merops of	2
blessed god can take	2
hold your tongue and	2
shall pay for this	2
and the memory of	2
are propitiating the awful	2
at any rate i	2
indeed as you say	2
perish in your displeasure	2
ever among the foremost	2
on to quarrel over	2
he said he would	2
you shall now pay	2
he drew near to	2
away from the battle	2
can you not go	2
which are the crowning	2
saw him and said	2
it not enough that	2
his body from the	2
had every good quality	2
as he does so	2
piece of plate in	2
for we shall not	2
talking to him and	2
he will then rue	2
she was sitting in	2
have made an end	2
the peg on which	2
angrily at him and	2
matter how distant it	2
the dark abode of	2
he donned the cuirass	2
son of oileus was	2
for i am in	2
go home to bed	2
maids who knew what	2
may do each other	2
precious piece of plate	2
the means whereby with	2
is the man he	2
the sepulchre of his	2
that you should have	2
the house in an	2
bones of his head	2
and with the afflictions	2
the meantime i will	2
their own free will	2
to find your way	2
save the ships from	2
jove let fly with	2
to fighting with the	2
the achaeans with their	2
a spear which he	2
right into the middle	2
straight on to the	2
the mouth of jove	2
others also of the	2
through the deep blue	2
of a truth you	2
from all his friends	2
plying lustily under him	2
but you never saw	2
they drew back the	2
the days of my	2
there is nothing better	2
saying he gave the	2
dear comrade had bidden	2
suitors ask you why	2
my good old friend	2
divine comeliness that all	2
man by man to	2
burning in the flames	2
twelve yearling heifers that	2
men to do so	2
the high wall of	2
gave to many a	2
with this she left	2
heaped their dead sadly	2
the two then went	2
and stronger than before	2
see them that i	2
but now tell me	2
now that patroclus was	2
that you are come	2
up everything you have	2
the wing as she	2
has been pleased to	2
it had been the	2
and eased the burden	2
as a lion fastens	2
he looked into the	2
they flew over the	2
as long as we	2
of heaven bellowed as	2
i gave to many	2
also to sing to	2
tears from his eyes	2
give up the body	2
make trial of it	2
me that i can	2
tell the women to	2
their flocks when they	2
who are ill treating	2
how you are to	2
every man of you	2
he greaved his legs	2
they did as i	2
been killed in battle	2
sprawling in the dust	2
vulcan had made him	2
trick she played us	2
and sprang on to	2
well do i know	2
eat the fruit of	2
means whereby with minerva	2
the son of noble	2
that has been going	2
but never shall i	2
to what we have	2
again yoked their horses	2
the midst of us	2
i tell you plainly	2
do not know how	2
shun the island of	2
brains were being battered	2
should like to ask	2
do you propose to	2
heaven was against us	2
the ships out of	2
not afraid to set	2
he hung his silver	2
was standing on his	2
with a narrow entrance	2
he had hardly done	2
had given him and	2
have been indeed better	2
gone to the house	2
the women in the	2
set herself to think	2
friends how much we	2
send my body home	2
heavily that all the	2
their tents and got	2
one turn to his	2
full speed over the	2
threw his arms about	2
have known that he	2
then the achaeans would	2
him a cloak and	2
for all your sorrow	2
did not live to	2
city and had reached	2
him on the neck	2
i beseech you by	2
sleep by the stern	2
into the mind of	2
other end of the	2
hold them in readiness	2
work on an enormous	2
from a thrown spear	2
in the cloister and	2
rites with all due	2
that he fell forward	2
far as our strength	2
him full on the	2
instant with them that	2
it be even so	2
gates and the oak	2
find you in everything	2
that i may burn	2
commit him to the	2
a fool may be	2
ere long they came	2
for the swineherd and	2
he could no longer	2
should not return till	2
reins in his hand	2
when he had finished	2
that were showered upon	2
and do not even	2
and promised her to	2
champion of the achaeans	2
own eyes and trust	2
priam son of dardanus	2
as the wings of	2
dream from heaven in	2
said to his brother	2
you in all things	2
and the glory of	2
of their own free	2
achilles came up to	2
for fate lured them	2
thin legs plying lustily	2
all of you as	2
and give him a	2
their ships at the	2
they that dwelt about	2
out of the city	2
come to my house	2
freely and without gifts	2
spear into his breast	2
was coming on like	2
our strength holds out	2
the god presently deprived	2
a vessel of bronze	2
and will offer her	2
and was the most	2
is coming home from	2
hacked at one another	2
two shepherds with him	2
since you so bid	2
between us and them	2
while he was on	2
the source of all	2
shall be reddened with	2
i have never seen	2
and their hearts were	2
was about to take	2
of any use to	2
we got to the	2
with fire and brimstone	2
in an unseemly way	2
bring one of them	2
furled the sails and	2
with a presence of	2
house was filled with	2
on your right hand	2
holding aloof from battle	2
see the glare of	2
was among his own	2
is as bad as	2
place where they would	2
made ulysses very angry	2
as it was returning	2
frame in her room	2
soften things out of	2
between us and give	2
escort inasmuch as he	2
to tell his friends	2
the thigh bones of	2
that he had been	2
they were too many	2
raised the cry of	2
i should do so	2
his might to draw	2
an arrow to our	2
you think they will	2
land of the egyptians	2
be a thesprotian ship	2
there was among the	2
and went up to	2
the achaeans were in	2
though he were some	2
slew an armed warrior	2
him away we know	2
it is an island	2
and the way in	2
any of them should	2
i should sack the	2
daughters of the trojans	2
been on a fool	2
afflictions which heaven has	2
plain to the place	2
it is a mixing	2
a deep sigh and	2
having sacked the city	2
whichever of them can	2
ship was by the	2
battle rage between them	2
all his might to	2
can not stand against	2
fell sprawling in the	2
of the pylian people	2
and she could not	2
we shall not all	2
wept as he spoke	2
spoke to the two	2
out a strong mule	2
it will be best	2
hit him with a	2
let me have a	2
fell just in front	2
not be in vain	2
what it is that	2
and never giving so	2
do not much think	2
began to question her	2
as regards rescuing the	2
saying of alexandrus through	2
head to foot with	2
a man may look	2
are at their longest	2
of the proud trojans	2
not know whether to	2
about performing in the	2
not of mortal mould	2
with philomeleides in lesbos	2
in its socket in	2
in front of ulysses	2
but he has played	2
an awful voice and	2
than see such disgraceful	2
likeness and with the	2
night and day did	2
coming to a bad	2
return to ithaca openly	2
ulysses ever did you	2
that he was heaving	2
armour about their bodies	2
he picked up a	2
them from their chariot	2
shouted to them and	2
a blow on the	2
battle and the war	2
never gone up into	2
help he might be	2
the achaeans in at	2
rest of the day	2
i am not to	2
not their ships into	2
poured water over their	2
of gold which none	2
and as many flocks	2
he said to telemachus	2
of the noble son	2
enriches a piece of	2
in the mansions of	2
that dwell on olympus	2
as surely as that	2
would not hold out	2
these words she made	2
a ship and a	2
the high mountain of	2
quite clear to you	2
him in his ships	2
to me by the	2
spear shall be reddened	2
and much stronger than	2
for the saving of	2
me in all plainness	2
wealth to gain her	2
as he fell forward	2
while i tell you	2
of my own accord	2
also and loose the	2
outside the gates and	2
upon hector as he	2
as a burnt sacrifice	2
olympus among the other	2
six daughters and six	2
in spite of us	2
nestor whose counsel was	2
of all his comrades	2
so far as our	2
upon the plain and	2
him a long way	2
the threshold of the	2
distant it may be	2
if i go to	2
and drove them off	2
leaning his whole weight	2
the lot fell upon	2
he put courage into	2
one end to the	2
he should never grow	2
round shield of the	2
him on the forehead	2
angry with us for	2
is stronger than you	2
the achaeans on to	2
a far better man	2
behaving with all their	2
the men laid themselves	2
for these as i	2
nipple as he was	2
for a staff as	2
am going to the	2
of merops of percote	2
great tambour frame in	2
ground at his feet	2
and that they should	2
made him look taller	2
summer when the days	2
then they made the	2
the wings of a	2
might be able to	2
the fury of his	2
but as he was	2
take no heed of	2
doughty spear with a	2
the ground and took	2
give orders to the	2
bronze point of the	2
all of you with	2
was dried and the	2
out with one another	2
but i was in	2
were clamorous throughout the	2
to this penelope said	2
disposed ruler any more	2
wore next his skin	2
come to life again	2
a very good one	2
and poured it over	2
while you have been	2
of mortals and immortals	2
a better saying than	2
talking with one another	2
babble in this way	2
i have now come	2
of heaven and prayed	2
all glorious in his	2
born and bred in	2
middle of the plain	2
i suppose you think	2
or whether i shall	2
the ship of achilles	2
and the ground seethed	2
then greeted them saying	2
and achilles vaunted over	2
his ships to troy	2
first he greaved his	2
of triumph of slain	2
so as to let	2
clean shirt and cloak	2
rulers of the phaeacians	2
him with their spears	2
could not contain herself	2
away from her husband	2
and bade him take	2
he bore in his	2
full on the head	2
front of the house	2
minds as to what	2
he was a child	2
cut his head off	2
comes from the river	2
he wanted to go	2
as though she were	2
as she saw him	2
got over the wall	2
he had thus said	2
beautifully enriched with embroidery	2
his suit of armour	2
of all my men	2
aeneas son of anchises	2
be lord of all	2
for we did not	2
for me to go	2
and trust it as	2
brought you to ithaca	2
of ulysses and said	2
i want to take	2
and this is what	2
their pride and insolence	2
then she went back	2
flashed fire as he	2
have eaten and drunk	2
i could be as	2
vessel into the water	2
from the strong hand	2
rich meadows of anthea	2
when you get back	2
to go with the	2
lived in phylace away	2
to the cyprian and	2
to go with me	2
during the whole time	2
who is the lord	2
as they heard it	2
the face of a	2
fighting in defence of	2
as they flew open	2
bore in his hand	2
him whom noble achilles	2
then nestor knight of	2
what kind of a	2
in the liver under	2
but not so agamemnon	2
and knows no ruth	2
return and look after	2
all those who were	2
rich in cattle and	2
one on top of	2
where the sons of	2
him that he might	2
you will have no	2
alone to the ships	2
men approved his words	2
are still guarded as	2
now go back to	2
which the wicked suitors	2
towards the tents of	2
by his side to	2
heard what the god	2
to me that you	2
a trench deep and	2
drink and a piece	2
messengers of gods and	2
into the store room	2
she said i should	2
is he still alive	2
do you sail the	2
of the immortals who	2
it is not your	2
when she heard the	2
they heard the war	2
steeds from under the	2
shall reckon with you	2
he was sitting on	2
the tables and seats	2
youngest of the graces	2
quarters of the son	2
had hardly done speaking	2
is still the man	2
harbour there is a	2
of the door and	2
up my house under	2
reconnoitre from every point	2
tramp such as i	2
to do as she	2
what we had better	2
by reason of a	2
letting it lean against	2
you are like some	2
when mighty ilius shall	2
a lion or wild	2
that we could see	2
in no mood to	2
has as many prizes	2
i had any number	2
come to himself again	2
he gripped up two	2
he shot up as	2
give you this certain	2
shall surely come to	2
mist came over his	2
may set them on	2
poured wine over them	2
fixed itself in the	2
did as he told	2
the alarm was soon	2
when he sent you	2
sent out scouts to	2
would one turn to	2
sons of atreus the	2
not persuade me to	2
bodies of the slain	2
of those that had	2
he were to return	2
better man than he	2
are dividing the spoil	2
about the house in	2
i do so for	2
above and earth below	2
but tell me and	2
as he is coming	2
in cattle and sheep	2
will yet lay others	2
he sprang on to	2
fell back as he	2
been hit with a	2
sad spirit of patroclus	2
who knows but with	2
till they reached the	2
let her go as	2
to him while he	2
he set out to	2
make serviceable suggestions to	2
bore him away from	2
with a very large	2
but he saw it	2
i can not think	2
hosts aimed their bronze	2
bitterly in the house	2
him in immortal raiment	2
to see my father	2
pollux the mighty boxer	2
and donned the shirt	2
for thinking of his	2
was as kind to	2
his hand in her	2
forthwith he bound on	2
the fleetness of his	2
keep guard over them	2
so did menelaus son	2
and when he was	2
you of your reason	2
all alone by the	2
a sound of music	2
as for the stranger	2
the mighty city of	2
and beauty with the	2
look upon the face	2
though they are not	2
and give up the	2
and having burned them	2
and the water became	2
speaker of the pylians	2
they deemed that they	2
they laid their cloaks	2
with their wives and	2
it all the time	2
that hung by my	2
ship you came in	2
another in close combat	2
offer a hecatomb of	2
ebb away very gently	2
one to another and	2
also by your own	2
their oaths and set	2
up to him in	2
them bread and offered	2
that the men were	2
every good quality under	2
that the old man	2
he was turning round	2
which people have who	2
lost my brave and	2
house of my lawful	2
would have a short	2
not all of them	2
he went into the	2
that the trojans shall	2
here at the ships	2
perished through their own	2
valiant though you be	2
wrestled with philomeleides in	2
clasped his knees and	2
achilles will not kill	2
when they had all	2
his saying pleased them	2
will make short work	2
i went back to	2
and city of the	2
entrails in his hands	2
she had relieved herself	2
hear things in this	2
you not to do	2
will be the first	2
cut the rest of	2
eurypylus son of euaemon	2
that so long as	2
upon him and eased	2
enough as it is	2
in the mouths of	2
then he called to	2
of saturn bowed his	2
drew the keen blade	2
his arms about him	2
me to go with	2
an eagle with a	2
now bidding me go	2
mother and the man	2
him by crouching under	2
to be contended for	2
and ennomus the augur	2
the shaft of the	2
might dwell among the	2
not even mix salt	2
where are you flying	2
to his son mercury	2
i called a council	2
and in the end	2
and he besought the	2
in front of our	2
dismayed when he saw	2
in like honour with	2
set cups of gold	2
in honour of jove	2
to them and play	2
some honoured servant who	2
at this very moment	2
and will dare break	2
two tumblers went about	2
you have got to	2
then he went up	2
he excelled all the	2
of good and evil	2
on the jaw under	2
which phoebus apollo had	2
other towards those of	2
may not all of	2
go off to feed	2
escape at any rate	2
it is not for	2
make short work with	2
and begrimed with soot	2
with silver and gold	2
flew holding it in	2
satisfy you with a	2
it round and round	2
add to this more	2
studded with bosses of	2
but the spear hit	2
prevaricate nor deceive you	2
began to weep and	2
looking down upon the	2
all gods to witness	2
cry and shout of	2
down to sleep by	2
pouring from the wound	2
see whether you can	2
at once among the	2
pleasure at our banquet	2
the suitors are lying	2
yet gave his daughter	2
but tell me in	2
would now fight even	2
much other care upon	2
and my dear husband	2
broad waters of the	2
those who would attack	2
high wall of ilius	2
not the two ajaxes	2
and will break it	2
talk not to me	2
bear you this message	2
these there came eighty	2
been hurled in vain	2
what it was that	2
on the preceding day	2
have a black sheep	2
for i come as	2
will be with me	2
devise evil for the	2
and will add yet	2
that we may learn	2
every point of vantage	2
antilochus son of nestor	2
jutted out into the	2
never yet felt the	2
dove in its talons	2
good thing it is	2
gave it to the	2
see if i can	2
disguised as a young	2
and thus would one	2
from side to side	2
to see whether it	2
him his daughter in	2
to his men to	2
one another and lay	2
a fire in the	2
a tramp such as	2
my dear young friend	2
length in front of	2
achilles showed them the	2
through these the goddesses	2
when they had thus	2
she will give you	2
it would come to	2
them when they are	2
arms about him and	2
meal over the whole	2
to ulysses and said	2
not be well gainsaid	2
an absence he should	2
who have misconducted themselves	2
like this when they	2
way in which you	2
he had carried off	2
we know not whither	2
disposed to make me	2
now close up with	2
you about your voyage	2
what will become of	2
to take their rest	2
offerings to the immortal	2
should taste of the	2
bows as she sped	2
me over to you	2
we have put our	2
as glad to see	2
have a right to	2
with awe as they	2
the spear was stayed	2
to ilius to fight	2
the wash of the	2
by man to each	2
led him out of	2
thrice did apollo beat	2
for the achaeans to	2
story of your misfortunes	2
way in which they	2
round the ships and	2
your words can scare	2
thrust his spear into	2
much the foremost among	2
been heir to his	2
people often hear things	2
hand towards the tents	2
that it is like	2
round the tomb of	2
me that i may	2
was the finest and	2
the redoubtable son of	2
the part where the	2
i sit here in	2
patroclus out of reach	2
who brought you up	2
tumblers went about performing	2
that they might stay	2
and the achaeans shouted	2
as his limbs could	2
the place in which	2
that into your head	2
though of their own	2
others bear the brunt	2
sleep over her eyelids	2
hands and prayed to	2
get back to the	2
very angry with me	2
of trojans will i	2
both as regards rescuing	2
argos and the land	2
down to the sea	2
