trigram	frequency
wrapped in a	2
into the throng	2
he then said	2
he lifted the	2
he lives to	2
and down she	2
they took heart	2
and when any	2
come when mighty	2
of the ocean	2
furthermore let me	2
covered with a	2
invite a stranger	2
anything at all	2
dead whom achilles	2
mighty bow of	2
among my men	2
tell all the	2
his own again	2
is now come	2
the gods if	2
good bye to	2
sprang forward and	2
among the lycian	2
is something else	2
as a slave	2
most dread son	2
as i will	2
even if i	2
and covered his	2
is wounded either	2
of queen penelope	2
about his breast	2
young as i	2
clean in two	2
breast and kill	2
hard as iron	2
me now the	2
i bade him	2
struck to the	2
to recognise me	2
east and south	2
give you formal	2
were the death	2
not strip him	2
talk with one	2
said to aeneas	2
should you thus	2
for the second	2
but jove was	2
that which was	2
yearling heifers that	2
called them and	2
who will not	2
the plain like	2
is the lord	2
is in such	2
are dead and	2
bear away the	2
the twelfth day	2
sat up in	2
they are all	2
it than any	2
who escaped death	2
can reach home	2
son out of	2
at his ship	2
who are stronger	2
the battle raged	2
finished his dinner	2
a man to	2
and the curetes	2
chided with his	2
horses at the	2
it from some	2
god presently deprived	2
and a spear	2
some way from	2
of the bank	2
ransom should he	2
the seat from	2
fair flesh and	2
up towards the	2
skilful workman who	2
at the two	2
are paying court	2
their offerings and	2
ulysses he said	2
she had made	2
the fury with	2
flame played about	2
honour among the	2
son to ulysses	2
triumph over him	2
should have made	2
a prize in	2
some foreign country	2
and the wash	2
stood before him	2
meadow full of	2
had got them	2
answering one another	2
into it with	2
a long voyage	2
tomb of old	2
heaven grant that	2
whereon they set	2
thus will one	2
and men dragging	2
you must come	2
see her working	2
armour and his	2
you know they	2
you shall either	2
hands of hector	2
angrily at him	2
hearts took comfort	2
they are fighting	2
a hot fire	2
upon the tenth	2
her seat in	2
of the helmet	2
were hidden in	2
and had found	2
as to get	2
if the achaeans	2
and passed on	2
can find him	2
the scabbard of	2
cut it up	2
machaon son of	2
off with the	2
of dark cyanus	2
know whether to	2
to keep me	2
nor what he	2
rich in flocks	2
him whom i	2
sped not from	2
with my crew	2
to be contended	2
in the mouths	2
he longed to	2
they be but	2
the space between	2
i give this	2
down on his	2
the spurs of	2
with the reins	2
not show themselves	2
when any one	2
same way that	2
oars that are	2
am the only	2
the bosom of	2
to further me	2
i will hurl	2
daughter of mighty	2
guardian of the	2
long time to	2
and closed the	2
sandals with which	2
now fall by	2
and will offer	2
men was the	2
the spirit of	2
and kill them	2
away much longer	2
me a good	2
of dead men	2
drove his horses	2
this he groaned	2
a level with	2
sun or moon	2
was as one	2
with an oath	2
of the gate	2
many a heavy	2
telemachus followed in	2
and who gave	2
there is in	2
drawn up their	2
at the gateway	2
he to go	2
took his spear	2
them that when	2
he is giving	2
to embrace him	2
of his soul	2
token which can	2
ship flew through	2
not bear to	2
the wheel of	2
whatever wanted doing	2
with his wife	2
not stand against	2
presence to the	2
and his kinsmen	2
with the doors	2
much troubled in	2
he cut down	2
he offered many	2
have killed a	2
i made the	2
that i mean	2
a place that	2
go as the	2
will come true	2
jove had made	2
then i forewarn	2
to keep their	2
and the behests	2
the trojan to	2
the day before	2
the belt that	2
home to his	2
noemon son of	2
he will cut	2
the dear old	2
and achilles vaunted	2
island of zacynthus	2
the achaeans back	2
people have never	2
but i should	2
looked about him	2
sprang furiously upon	2
deep sigh and	2
him all about	2
let me then	2
who gave it	2
where is the	2
she is going	2
there would not	2
from his thigh	2
would never remain	2
peers of men	2
have beaten them	2
then nestor knight	2
do so in	2
he fights with	2
them that can	2
here who will	2
right hand in	2
either side the	2
but failed to	2
are dear to	2
standing by the	2
load of grief	2
comes crashing down	2
him to call	2
him and spoke	2
did not mean	2
it was you	2
city of ithaca	2
trojans and on	2
i needs must	2
whom i love	2
noise of the	2
out and the	2
unless it be	2
from the hurly	2
he shot up	2
orders each to	2
him down into	2
him where the	2
they tied the	2
minerva had laid	2
in thebes by	2
man to each	2
as she listened	2
surely come when	2
his men were	2
do forced labour	2
of my body	2
i stuck to	2
offerings in his	2
with the armour	2
are by the	2
should not be	2
for they all	2
alike in stature	2
into the bath	2
to go alone	2
the famous sea	2
suitors are doing	2
ebbed out of	2
care upon his	2
memory of my	2
make sure that	2
house under the	2
old man feared	2
servant brought him	2
sons of noble	2
word that he	2
let us ask	2
armour and take	2
out to feed	2
jove the protector	2
to go along	2
though she is	2
before you can	2
and went out	2
encircling neptune that	2
for his country	2
angry with us	2
sinews of the	2
who made me	2
i can lay	2
served it round	2
and shoulders as	2
the trojans nor	2
firm and wait	2
he then sat	2
perish on the	2
as when jove	2
to offer sacrifice	2
jove will vouchsafe	2
city will be	2
as a tower	2
but with heaven	2
strong and in	2
ten years to	2
fight the whole	2
old man her	2
fight it out	2
but now tell	2
draw near to	2
the forefront of	2
is killing me	2
not at hand	2
back and shoulders	2
ulysses will not	2
who has lately	2
of death enfolded	2
on their right	2
could do to	2
wind sprang up	2
his revenge on	2
to sacrifice twelve	2
you keep on	2
have been indeed	2
agamemnon said to	2
pleased to try	2
straight before him	2
evil for the	2
through sheer exhaustion	2
some jutting rock	2
see him coming	2
which i now	2
if minerva had	2
at their tents	2
she set up	2
that are in	2
throughout the house	2
gods who were	2
own against me	2
killed upon the	2
they are still	2
vanquished by my	2
must be the	2
he might set	2
may well be	2
at daybreak till	2
said we were	2
forewarn you of	2
have returned after	2
and achaeans to	2
where are now	2
in their house	2
you will hear	2
snatched the bow	2
so also and	2
him as to	2
might to draw	2
priam as he	2
a son behind	2
his two brawny	2
then go off	2
in great anger	2
in his murderous	2
and have come	2
a small thing	2
and bronze to	2
open of their	2
by the wide	2
good old woman	2
raise the dust	2
young in the	2
from my shoulders	2
funeral of patroclus	2
are his son	2
of their king	2
here with your	2
we should soon	2
to recover his	2
i am exceedingly	2
full speed through	2
when achilles was	2
chest and shoulders	2
woman skilled in	2
never see him	2
with a second	2
two ends of	2
from his place	2
too much for	2
we keep each	2
their own devices	2
quite clear to	2
he comes back	2
he poised and	2
from the gods	2
off to feed	2
shall not know	2
her blood and	2
to tell penelope	2
for ever afterwards	2
as the sands	2
us each take	2
a bed and	2
to fight us	2
safely to his	2
were taking the	2
a stone that	2
him made him	2
took every man	2
their horses to	2
do my men	2
do so of	2
they would no	2
always good to	2
it were better	2
heaven to visit	2
hands before him	2
get home to	2
into the inner	2
to kill me	2
me i will	2
of the immortal	2
and must not	2
was over the	2
water with the	2
spite of us	2
tell me in	2
thought how he	2
she was now	2
the chief of	2
woman who has	2
much gold and	2
and kill the	2
you sail the	2
not escape the	2
house to go	2
took the reins	2
in full flood	2
me to get	2
of set purpose	2
there were twelve	2
see such disgraceful	2
holding their shields	2
an undressed bullock	2
with those of	2
that would have	2
to face you	2
it was by	2
the strap of	2
nor does the	2
coming and said	2
have such a	2
my unhappy son	2
marry the man	2
blew dead aft	2
than see such	2
the water became	2
had just got	2
for they respected	2
had come with	2
the words of	2
the same race	2
but has become	2
his strength was	2
and kissed him	2
came near them	2
be unable to	2
and they must	2
once when i	2
name in story	2
the lid of	2
whenever the poor	2
to perish in	2
the rest swear	2
so will ulysses	2
shown you by	2
he had lain	2
who was not	2
at the projecting	2
bird of omen	2
ground till they	2
it is only	2
no estate can	2
man he was	2
they perished through	2
it rests with	2
doors of his	2
charged you straitly	2
took the cauldron	2
point stuck in	2
which they would	2
the warp and	2
but not for	2
in all abundance	2
upon the table	2
nestor whose counsel	2
of heaven bellowed	2
horses to his	2
when king agamemnon	2
and destruction upon	2
the heaviness of	2
isus and antiphus	2
there she found	2
men can not	2
thrice did achilles	2
sent him roughly	2
me fight him	2
scales of victory	2
lengthways down the	2
the back and	2
now as a	2
right or wrong	2
way off and	2
and let your	2
me and my	2
horses towards the	2
of their comrades	2
the people themselves	2
then theoclymenus said	2
it was exposed	2
moreover i have	2
the air is	2
do so at	2
been on a	2
in no stead	2
heart beats as	2
brain inside was	2
and set some	2
the best looking	2
sleep in some	2
sprang upon the	2
and broke his	2
of the darts	2
tell him all	2
most beautifully enriched	2
you as i	2
is set on	2
comes on and	2
on which we	2
and on your	2
slept in an	2
that he held	2
your face and	2
breast of his	2
have eaten and	2
and took her	2
win still further	2
now go back	2
at the cyclops	2
quarrelled with his	2
lands of the	2
her upper room	2
gathered up the	2
just coming upon	2
and bore down	2
have been made	2
that we can	2
is as bad	2
indeed that you	2
them all that	2
two points that	2
him send you	2
to the ends	2
may look for	2
ship of achilles	2
is the point	2
as one dazed	2
the shield turned	2
to slay till	2
house of priam	2
should have run	2
stung me to	2
much goodly armour	2
from his deep	2
goats for their	2
over our ship	2
pallas minerva had	2
say good bye	2
had not minerva	2
and led them	2
the matter over	2
be afraid of	2
my own wife	2
made him look	2
him were busy	2
over to see	2
tell me your	2
from before the	2
the spear hit	2
heavy with wine	2
in curls like	2
mules and waggon	2
away when he	2
speed through the	2
stones and made	2
with a sharp	2
his own money	2
battle when he	2
loaded with grapes	2
has done us	2
god of war	2
a black cloud	2
son who is	2
the strength of	2
we have now	2
you are both	2
finding himself in	2
the armour and	2
of them like	2
you have your	2
fresh as dew	2
will not like	2
such words did	2
in fighting the	2
stooped forward to	2
i forewarn you	2
he opened the	2
there he went	2
son of evenor	2
the maid servants	2
up into her	2
all those that	2
and people often	2
of black wine	2
ever among the	2
his quiver and	2
neptune and minerva	2
have willed it	2
he chided with	2
when the will	2
of bulls and	2
poured wine over	2
had been taken	2
to lie where	2
to get dinner	2
been awarded to	2
and them there	2
a house of	2
came back again	2
cruel and unjust	2
the two corpses	2
the one is	2
usurp a brave	2
were being chosen	2
sit in the	2
to bid me	2
sat herself down	2
sacrifice a barren	2
have taken it	2
a great ox	2
nymphs that haunt	2
keep out the	2
peace of mind	2
they feared the	2
of any man	2
milked his ewes	2
cut him off	2
their flight from	2
bitterly the while	2
of atreus had	2
to disgrace your	2
not take troy	2
always babble in	2
him full on	2
also give you	2
sea runs high	2
he will soon	2
to whom it	2
no escape for	2
come to no	2
so dear a	2
a good dinner	2
a good name	2
on this menelaus	2
you shall lie	2
it has two	2
of his death	2
was here that	2
upon the head	2
entangled in the	2
at his ships	2
he planted his	2
he sprang towards	2
of them applauded	2
words he took	2
and have made	2
it made him	2
the fleet horses	2
away very gently	2
in all their	2
they have killed	2
the goddess and	2
the ground to	2
we feasted our	2
but let them	2
us and them	2
we may offer	2
you might be	2
as the axe	2
he dived under	2
this he lashed	2
suitors from the	2
his friend and	2
upon you to	2
to take them	2
would one day	2
achaeans and driven	2
the nurse went	2
some other time	2
shall i guess	2
their feet with	2
hiketaon of the	2
as a drink	2
but accept the	2
as good care	2
from his strong	2
the wall for	2
other trojans and	2
men call it	2
had made for	2
who have come	2
mighty ilius shall	2
would then have	2
the knee with	2
again when they	2
front of ilius	2
clean through the	2
leave off also	2
in me lies	2
mars by the	2
where the bravest	2
tumblers went about	2
she darted down	2
wielder of the	2
which men also	2
touched him with	2
and were for	2
sprang up from	2
son to one	2
to them saying	2
he would fain	2
when they would	2
and you too	2
also by your	2
strength to slay	2
before they had	2
his due funeral	2
up to it	2
took the dead	2
like some savage	2
again as a	2
fighting at once	2
the hospitality of	2
country and his	2
telemachus told them	2
the prayers of	2
from heaven and	2
and stood there	2
would dash on	2
yet more fiercely	2
alexandrus through whom	2
achaeans will set	2
if hector takes	2
and hold him	2
there that i	2
hands to jove	2
and from what	2
no further than	2
set eyes on	2
his return he	2
must make all	2
hold of them	2
went about the	2
waves against you	2
went about performing	2
for the safety	2
now the cyclopes	2
and of good	2
or jove will	2
was before troy	2
us put on	2
his gleaming shield	2
then caught sight	2
them and cheered	2
never came back	2
disgrace both banquet	2
whose wife you	2
as ever you	2
so she had	2
why are the	2
took the quoit	2
we drew our	2
she made her	2
days gone by	2
people going about	2
the foot through	2
though i was	2
understand all about	2
a fierce fight	2
for any present	2
in prayer to	2
by this time	2
great wealth to	2
has got the	2
dawn in robe	2
the one a	2
got wind of	2
have just told	2
all the immortals	2
you have among	2
another in close	2
dying upon the	2
scourge of jove	2
would not yet	2
achilles has slain	2
went wondering back	2
my own home	2
so to the	2
has again saved	2
spoke he drove	2
his head till	2
could see him	2
has robbed him	2
fire for her	2
ships at the	2
heart of hector	2
by their ships	2
how the men	2
will say it	2
portent of aegis	2
the huntress diana	2
a man and	2
this will i	2
sons of mars	2
is fain to	2
and he can	2
dear husband with	2
ajax and king	2
married his eldest	2
and offered him	2
mind of jove	2
the captain of	2
those of achilles	2
so now go	2
he spring forward	2
where the achaeans	2
asius son of	2
in front and	2
has slain so	2
in my distress	2
five year old	2
had been chosen	2
not cease fighting	2
did he tug	2
that into your	2
city groaning and	2
be so kind	2
while the host	2
your chief men	2
in her room	2
the dust before	2
me on board	2
standing on the	2
the pair then	2
tents and got	2
hear me at	2
youth and strength	2
he lay at	2
one hope of	2
with orchard lawns	2
fire on to	2
sight that i	2
son of hiketaon	2
work on an	2
him with ambrosia	2
and looked upon	2
a divine voice	2
home again after	2
have you forgotten	2
the bidding of	2
achaeans had awarded	2
i am ashamed	2
and suffer not	2
gleaming armour from	2
my mind to	2
old woman had	2
had been looking	2
go upstairs with	2
noble sons of	2
to kill a	2
he gripped up	2
and sped forward	2
sorrow that he	2
to go into	2
do you mean	2
saying pleased them	2
your mother shall	2
stripped patroclus of	2
took pleasure in	2
as in me	2
though we be	2
gods or men	2
as the chief	2
till we burn	2
but they now	2
a poor man	2
was very sorry	2
sword or spear	2
never welcome him	2
we are your	2
patroclus out of	2
to what we	2
of lambs and	2
of it at	2
tear her cheeks	2
contest to an	2
have taken the	2
of hitting the	2
you are cruel	2
to us as	2
savage and uncivilised	2
and two nights	2
at the scaean	2
this house with	2
and yielded to	2
most solemn oath	2
our fathers were	2
the rank and	2
that i left	2
and beat his	2
six daughters and	2
need say no	2
to bid the	2
then glaucus son	2
making a noise	2
drove out his	2
women skilled in	2
and their hoofs	2
achaeans should perish	2
and a tremendous	2
went ashore and	2
he left her	2
you so desire	2
stand his ground	2
and how carefully	2
my favour and	2
each of which	2
son of mastor	2
of our host	2
him come on	2
daughter of ops	2
been lost and	2
i should return	2
had come down	2
will of my	2
he then gave	2
was coming down	2
and the spray	2
his bronze armour	2
they had brought	2
a ship of	2
in the heaviness	2
deep blue water	2
into the lower	2
have been no	2
their hearts beat	2
from her own	2
gifts as shall	2
was standing near	2
out both hands	2
he was staying	2
not from his	2
we are as	2
the works of	2
are a man	2
and fought in	2
drew his bow	2
ships rang again	2
and when telemachus	2
fail you in	2
you submit to	2
with the most	2
spear with spear	2
sad comfort in	2
on in front	2
will look after	2
who has studied	2
see how heaven	2
son of tecton	2
to speak to	2
astonished at seeing	2
visit us often	2
took ulysses by	2
by going to	2
forest of trees	2
them their ambrosial	2
she fell fainting	2
before him with	2
ships to ilius	2
he might learn	2
goes up into	2
shall have a	2
in his strong	2
his double cup	2
like a sea	2
right off the	2
between me and	2
out of heart	2
call ajax and	2
myself to a	2
of them mares	2
they had taken	2
as you stand	2
on his farm	2
glad at heart	2
your back is	2
she bore him	2
what i will	2
spear of menelaus	2
going up to	2
the belly of	2
with this i	2
sceptre of apollo	2
of light alike	2
who rules the	2
a mighty uproar	2
to comfort him	2
heaven vouchsafe you	2
charge into the	2
with some of	2
my parents are	2
was there that	2
his words pleased	2
was sitting near	2
a deed of	2
heart of ajax	2
in rout before	2
his father was	2
of me to	2
pleasure in their	2
say as he	2
under the sun	2
with good things	2
is come home	2
to the keel	2
vultures shall devour	2
it away with	2
here no longer	2
spoke up in	2
wanted ulysses to	2
and clothed him	2
and ulysses went	2
losing all your	2
came back through	2
arrow went through	2
enriches a piece	2
of a daughter	2
so furiously did	2
some god is	2
angry when he	2
man he is	2
what ever will	2
and my son	2
who has lost	2
fastenings of his	2
domed room and	2
the point stuck	2
for ever and	2
the hut with	2
who were taking	2
am giving these	2
where i am	2
for his power	2
and makes the	2
and had thus	2
for he longed	2
you but has	2
his trusty comrade	2
and could neither	2
days i gave	2
lion fastens on	2
him as the	2
and she had	2
see your son	2
you then vaunt	2
to public opinion	2
have had enough	2
undoing her work	2
of face or	2
an angry answer	2
among so many	2
comrades round him	2
little on one	2
father is dead	2
you may yourself	2
served him in	2
she went straight	2
spear in her	2
those who held	2
of the tripod	2
and drove the	2
yet gave his	2
some slices cut	2
offer a hecatomb	2
was too cunning	2
keep your watches	2
to fall here	2
shall never be	2
two more of	2
the holy hecatomb	2
tale and said	2
from the pyre	2
i then gave	2
so many and	2
not even king	2
all sat down	2
reached the tents	2
had not priam	2
jove has sent	2
account of my	2
the open part	2
my unhappy father	2
in great straits	2
hands are heaven	2
the hides of	2
are wooing me	2
after him came	2
men to fight	2
one could have	2
the lycian captains	2
of some other	2
first of the	2
into the ranks	2
son of thestor	2
to wait till	2
they felt sure	2
shall fall and	2
achaeans used to	2
lot it is	2
upon the topmost	2
son of areithous	2
too if i	2
was the fight	2
when your ship	2
had a dream	2
when i shall	2
be here directly	2
had left at	2
flames of fire	2
to make trial	2
are accounted wealthy	2
till they reach	2
night she would	2
to upbraid him	2
i get back	2
not of his	2
in the great	2
on a couch	2
the real truth	2
to face with	2
we gods proceed	2
twenty trojan women	2
she went wondering	2
got together in	2
that even though	2
of hector and	2
lost his own	2
the foe with	2
as of good	2
orchard lawns and	2
him with one	2
from a thrown	2
than them all	2
the might of	2
thin legs plying	2
if it may	2
rest of his	2
three brilliant pendants	2
of daws or	2
at the other	2
word among all	2
saw this he	2
is not so	2
ulysses went away	2
of an old	2
other mortal man	2
so you may	2
their breath upon	2
him for all	2
for all these	2
to tell me	2
now in my	2
in the wind	2
sent message may	2
went also to	2
in this river	2
a bard who	2
temple of the	2
and made drink	2
and stood in	2
and our fleet	2
of my old	2
this is only	2
did the like	2
breathed his last	2
not let yourselves	2
you never yet	2
your proud spirit	2
i can only	2
he should return	2
us fail you	2
had taken them	2
then swallow me	2
and menelaus are	2
she wanted ulysses	2
the harbour they	2
rich in cattle	2
this he donned	2
but when it	2
who treated him	2
he is wo	2
rushed towards him	2
be the ruin	2
jut into the	2
forced labour for	2
to a richly	2
will be angry	2
a mountain top	2
to accept a	2
us lie down	2
end before the	2
feasting with his	2
to set about	2
no sign of	2
took aim first	2
to ithaca openly	2
before the argives	2
them all manner	2
the others applauded	2
the bounteous earth	2
to the arms	2
think that you	2
he got back	2
them and the	2
for there were	2
and trojans were	2
had got over	2
never bore him	2
them to him	2
threshold of her	2
and are accounted	2
see a man	2
are with the	2
into the press	2
head with his	2
she tore the	2
the god went	2
and got home	2
which he threw	2
horses have won	2
give chase to	2
him home again	2
soon rue it	2
give her to	2
brought him to	2
to the sands	2
angry than any	2
the people from	2
had every good	2
so the men	2
for the swineherd	2
to the brim	2
and glad indeed	2
the city groaning	2
by the hair	2
or let him	2
now my darling	2
in much distress	2
yet further of	2
fight then became	2
as his dear	2
into the helmet	2
carried to the	2
had to support	2
hare that runs	2
resolute to kill	2
sent him by	2
bore him two	2
as this is	2
the bad news	2
as the sail	2
with the loss	2
on that day	2
of the magician	2
time he kept	2
and bound them	2
of peleus to	2
is at my	2
what she was	2
which was not	2
out a strong	2
not escape you	2
fell with a	2
two and twenty	2
at once when	2
are afraid jove	2
he called on	2
up to priam	2
would have got	2
are heaven and	2
whom not even	2
will be very	2
a clear fire	2
in ithaca both	2
upon their ships	2
front of it	2
up my house	2
thesprotian ship sailing	2
persist in eating	2
was turning round	2
he put a	2
may not all	2
fiercely from his	2
my distress i	2
through all the	2
upon them all	2
ships out of	2
and the wrong	2
the might and	2
of it as	2
nt to take	2
to set beds	2
the use of	2
husband and provide	2
went up into	2
to be out	2
the cloister with	2
nor do i	2
and be wakeful	2
but he said	2
can have put	2
up to my	2
to turn his	2
her from argos	2
wall as he	2
the arrow and	2
messengers of gods	2
can not reach	2
it is they	2
they are both	2
am your suppliant	2
to lose heart	2
at once went	2
barley meal over	2
victorious and prove	2
got safe home	2
all your troubles	2
bone of contention	2
loose his hold	2
it up and	2
down for fear	2
loud cry as	2
these daughters of	2
into the trench	2
the men that	2
is none to	2
is in great	2
his belt into	2
struck him between	2
was pleased at	2
against this man	2
achaeans to their	2
to pierce the	2
you that the	2
wine and hand	2
already has it	2
jove thundered loudly	2
of my armour	2
raised his head	2
urging me to	2
the contest to	2
i myself reared	2
think it well	2
and ere long	2
shame and disgrace	2
but in flight	2
as the suitors	2
about all over	2
was fast asleep	2
to close it	2
jove from the	2
me go ingloriously	2
to lie with	2
her by the	2
being on the	2
know how far	2
about me that	2
caught her in	2
you may find	2
not be seated	2
own with the	2
above and earth	2
in his body	2
of the first	2
and keep them	2
she speak and	2
to be still	2
maids who knew	2
this the rest	2
bring you to	2
of the gates	2
i want them	2
got back from	2
marries her have	2
no more pleasure	2
to his rest	2
well spoken of	2
the dogs were	2
who looked after	2
and ceased their	2
noblest of the	2
news of him	2
gods grant you	2
were gathered round	2
had to finish	2
ground seethed with	2
man is no	2
to find some	2
armed warrior of	2
side of him	2
some excuse when	2
draw the arrow	2
over the seas	2
the other maids	2
on my homeward	2
with your ships	2
feasted our fill	2
have no thought	2
and cattle from	2
obeyed her gladly	2
alone of all	2
the pyre with	2
bed for phoenix	2
their hearts were	2
the trojans fled	2
remember it in	2
loosed the hawsers	2
jove lord of	2
and most in	2
and in what	2
on the breastplate	2
many flocks of	2
when mighty ilius	2
ear to everything	2
the time how	2
to escort you	2
see no sign	2
they stood there	2
the walls and	2
much trouble in	2
one that had	2
nor yet to	2
stand and fight	2
ships and all	2
a heavy swell	2
you in a	2
and both the	2
yet heard of	2
the art of	2
but as regards	2
left the battle	2
men are sleeping	2
has slain him	2
give him any	2
and raiment in	2
and send his	2
put to sea	2
you may stay	2
spoke the goddess	2
for the chariot	2
hands of his	2
and the blessed	2
lay their hands	2
the swineherd brought	2
that comes thundering	2
was at his	2
battalions that were	2
cuirass and the	2
bringing them to	2
the wheels of	2
with them ere	2
gold and substance	2
and now as	2
lay the largest	2
who is such	2
led in the	2
as phoebus apollo	2
hand of death	2
from a foreign	2
not a breath	2
was turning his	2
you can have	2
for all our	2
she fell heavily	2
his hand from	2
look for support	2
a lying story	2
the other chiefs	2
upon some other	2
legs plying lustily	2
in your ship	2
by the sterns	2
they wept bitterly	2
of your misfortunes	2
fallen upon them	2
in a far	2
this he sprang	2
off to pylos	2
barrow of hercules	2
but i dare	2
plight after losing	2
son of anthemion	2
to stay where	2
cowardice of our	2
prayed to minerva	2
now the other	2
have iron courage	2
is all this	2
they again yoked	2
them there always	2
by the will	2
for nine days	2
will make serviceable	2
as our strength	2
the eddying waters	2
after she had	2
by the women	2
to be well	2
out at sea	2
souls with panic	2
the levelled ground	2
came after them	2
times by and	2
quarters of the	2
agamemnon and the	2
them men of	2
ever getting home	2
fear of death	2
did he then	2
none of those	2
sons and brothers	2
of his life	2
came in and	2
wounded by diomed	2
alone on the	2
a store of	2
but it would	2
now close up	2
at the trench	2
a bearded lion	2
the tables and	2
and the beginning	2
when it comes	2
throats of the	2
there he let	2
daughter may expect	2
turned out of	2
took his revenge	2
and served it	2
of mighty saturn	2
may be disposed	2
meantime ulysses and	2
to sacrifice to	2
and weeping bitterly	2
to care about	2
into the nape	2
spirited him away	2
shed sleep over	2
him who should	2
is it not	2
stand upon the	2
the pavement to	2
ulysses rose from	2
may want to	2
jove to take	2
deep blue waves	2
the meantime i	2
if you care	2
to get supper	2
down and darkness	2
one turn to	2
gold with which	2
the blood till	2
and beyond the	2
all my brothers	2
even in their	2
took their sweating	2
mell into the	2
back helen and	2
of mail which	2
to call you	2
with you but	2
care of my	2
when one of	2
the fighting was	2
a cloak over	2
changed her dress	2
workman who has	2
you have made	2
his eyes gleamed	2
good in close	2
and question him	2
the murder of	2
to ask about	2
hot as the	2
on killing him	2
was enamoured of	2
drive in the	2
we sailed on	2
after them with	2
suitors single handed	2
his cheeks are	2
have no pleasure	2
a dream from	2
and fitted with	2
set over the	2
through his neck	2
for i saw	2
from its covert	2
hardship reach ithaca	2
the fulfilment of	2
around him when	2
he had bidden	2
mourned her dear	2
bath in the	2
were the achaeans	2
very anxious to	2
to marry him	2
and the vine	2
does he come	2
on him with	2
and two men	2
was now reigning	2
of a visit	2
her a husband	2
what a good	2
that none could	2
had been all	2
and about as	2
they will give	2
me with all	2
of the destruction	2
placed it in	2
we had sacked	2
presently they reached	2
in all kinds	2
the children of	2
serviceable suggestions to	2
come begging about	2
of my anger	2
such a man	2
pieces of meat	2
are subject to	2
did he drag	2
and the day	2
began to show	2
to him when	2
man as you	2
rose and dressed	2
about a pack	2
one and then	2
with thy might	2
captain over the	2
should take offence	2
the town when	2
that she fell	2
to the blessed	2
another as they	2
so he laid	2
took off the	2
dear to him	2
for pallas minerva	2
they have brought	2
mix salt with	2
you to drink	2
add to this	2
whom you and	2
the men shall	2
her right she	2
came into the	2
a mist came	2
his eyes glared	2
heaven put it	2
side of it	2
such dangerous people	2
so come with	2
father could not	2
be all over	2
had killed the	2
skin of an	2
of her wand	2
lives of many	2
in that place	2
with the many	2
knight peleus was	2
strong as i	2
hurled it with	2
offering before they	2
they keep hanging	2
of triumph of	2
that you see	2
without the gates	2
skin that reached	2
to take this	2
her mother dione	2
his grey hair	2
the richest city	2
could stay here	2
the exploits of	2
of him without	2
lord of lightning	2
do not take	2
he has never	2
a suppliant with	2
hand the sceptre	2
them to me	2
refrain from actual	2
in the waters	2
against you when	2
in their fall	2
if the best	2
and many had	2
out for him	2
me over land	2
to let me	2
go on to	2
live on and	2
must make her	2
dinner for him	2
would not return	2
golden sceptre in	2
ships by the	2
have brought back	2
had to eat	2
place at table	2
the squire of	2
borders of sandy	2
and was filled	2
squire to idomeneus	2
escort inasmuch as	2
has fallen in	2
to give ear	2
as indeed you	2
yet after much	2
heart of patroclus	2
a wise man	2
be on the	2
driven back in	2
again to olympus	2
and children are	2
within the tent	2
would find the	2
to king alcinous	2
ships as fast	2
forward from his	2
getting dinner ready	2
with bread and	2
many a chief	2
call the achaeans	2
charioteer and squire	2
aeneas and hector	2
none other than	2
kill his man	2
the ships away	2
wits because you	2
have i been	2
on the body	2
they bound me	2
on the immortal	2
the gods about	2
in a forest	2
remain with the	2
battle at the	2
kicked down the	2
they reach the	2
was set out	2
drink offering to	2
into their several	2
had got back	2
hand and bade	2
then he came	2
let it go	2
and flew holding	2
him and set	2
raised a high	2
would fain fight	2
the wall with	2
in its socket	2
towards the land	2
live in ithaca	2
they had all	2
lying dream to	2
sacrifice a broad	2
who are but	2
the dust as	2
telemachus could not	2
then got out	2
be victorious and	2
with the body	2
and would hold	2
ever can have	2
into my heart	2
stand by and	2
house and gave	2
that the suitors	2
her way to	2
the noblest of	2
of the multitude	2
if ever you	2
shoulders should dock	2
rest swear to	2
the myrmidons gather	2
fooled us in	2
to heaven and	2
had brought him	2
prevented them from	2
you forgotten how	2
till the ships	2
escape your notice	2
it hovered over	2
us the oracles	2
menelaus rose and	2
have spirited him	2
that of any	2
for the phaeacians	2
to be done	2
those that had	2
did you make	2
house of alexandrus	2
for a day	2
very gently when	2
elis where the	2
all glorious in	2
hard for you	2
lot fell upon	2
and the arrow	2
talents of fine	2
others also of	2
stripped them of	2
then jove let	2
they should now	2
and camped down	2
the wall was	2
as he sped	2
drew the keen	2
it in their	2
them their portions	2
thrust his spear	2
not killed him	2
sandals about his	2
before the coming	2
readiness against the	2
had not heard	2
nine or ten	2
of his brother	2
i could never	2
beyond the range	2
the monument of	2
in each one	2
lap of heaven	2
thus speaking a	2
the one of	2
words and went	2
flying in the	2
you are made	2
our strength holds	2
men dragging the	2
these suitors will	2
will send the	2
the leaders of	2
for the people	2
is with you	2
bard also to	2
a servant to	2
beg of him	2
eyes towards the	2
having held aloof	2
what they had	2
or hospitable and	2
put him in	2
held his hand	2
doom has long	2
on the temple	2
while the danaans	2
in great want	2
good stiff breeze	2
him into a	2
had got safely	2
asked him to	2
at daybreak we	2
they all went	2
